country,subject,category,scope,matchgoer_subject_id(s),reconciliation_status,catalogue_status,reconciliation_note,editorial_label,short_explanation,discovery_value,lead_priority,evidence_url,evidence_season,editorial_status,evidence_note
France,Montpellier — Nîmes,SIGNIFICANT_RIVALRY,TEAM_PAIR,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,One or both teams are absent from current fixtures,Languedoc Derby,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Bastia — Ajaccio,SIGNIFICANT_RIVALRY,TEAM_PAIR,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,One or both teams are absent from current fixtures,Corsican Derby,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Caen — Le Havre,SIGNIFICANT_RIVALRY,TEAM_PAIR,88;111,READY,ACTIVE,Canonical pair resolved (exact; exact),Normandy Derby,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Le Havre — Rouen,SIGNIFICANT_RIVALRY,TEAM_PAIR,111;3221,READY,ACTIVE,Canonical pair resolved (exact; exact),Normandy Derby,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Auxerre — Dijon,SIGNIFICANT_RIVALRY,TEAM_PAIR,89;108,READY,ACTIVE,Canonical pair resolved (exact; exact),Burgundy rivalry,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Reims — Sedan,SIGNIFICANT_RIVALRY,TEAM_PAIR,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,One or both teams are absent from current fixtures,Champagne-Ardenne rivalry,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Nice — Cannes,SIGNIFICANT_RIVALRY,TEAM_PAIR,84;9932,READY,ACTIVE,Canonical pair resolved (exact; exact),Côte d'Azur rivalry,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Marseille — Toulon,SIGNIFICANT_RIVALRY,TEAM_PAIR,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,One or both teams are absent from current fixtures,Provence rivalry,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Nice — Bastia,SIGNIFICANT_RIVALRY,TEAM_PAIR,84;1305,READY,ACTIVE,Canonical pair resolved (exact; exact),Mediterranean rivalry,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Laval — Le Mans,SIGNIFICANT_RIVALRY,TEAM_PAIR,433;1298,READY,ACTIVE,Canonical pair resolved (exact; exact),Western rivalry,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Brest — Guingamp,SIGNIFICANT_RIVALRY,TEAM_PAIR,90;106,READY,ACTIVE,Canonical pair resolved (exact; exact),Brittany rivalry,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Rennes — Guingamp,SIGNIFICANT_RIVALRY,TEAM_PAIR,90;94,READY,ACTIVE,Canonical pair resolved (exact; exact),Brittany rivalry,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Boulogne — Dunkerque,SIGNIFICANT_RIVALRY,TEAM_PAIR,1299;1304,READY,ACTIVE,Canonical pair resolved (exact; exact),Northern coastal rivalry,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Grenoble — Annecy,SIGNIFICANT_RIVALRY,TEAM_PAIR,101;3012,READY,ACTIVE,Canonical pair resolved (exact; exact),Alpine rivalry,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Sochaux — Dijon,SIGNIFICANT_RIVALRY,TEAM_PAIR,89;115,READY,ACTIVE,Canonical pair resolved (exact; exact),Eastern rivalry,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Troyes — Reims,SIGNIFICANT_RIVALRY,TEAM_PAIR,93;110,READY,ACTIVE,Canonical pair resolved (deterministic alias; exact),Champagne rivalry,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Caen — Rouen,SIGNIFICANT_RIVALRY,TEAM_PAIR,88;3221,READY,ACTIVE,Canonical pair resolved (exact; exact),Normandy rivalry,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Rouen — QRM,SIGNIFICANT_RIVALRY,TEAM_PAIR,431;3221,READY,ACTIVE,Canonical pair resolved (exact; exact),Rouen derby,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Concarneau — Stade Briochin,SIGNIFICANT_RIVALRY,TEAM_PAIR,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,One or both teams are absent from current fixtures,Brittany rivalry,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Geoffroy-Guichard,CLASSIC_GROUND,VENUE,23035,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Classic ground,"A French football ground with surviving character, continuity and a distinctive matchday identity.",High,NORMAL,,,APPROVED,
France,Bollaert-Delelis,CLASSIC_GROUND,VENUE,23296,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Classic ground,"A French football ground with surviving character, continuity and a distinctive matchday identity.",High,NORMAL,,,APPROVED,
France,Stade de la Meinau,CLASSIC_GROUND,VENUE,23288,READY,ACTIVE,Canonical venue resolved (exact name/alias),Classic ground,"A French football ground with surviving character, continuity and a distinctive matchday identity.",High,NORMAL,,,APPROVED,
France,Stade Francis-Le Blé,CLASSIC_GROUND,VENUE,23291,READY,ACTIVE,Canonical venue resolved (exact name/alias),Classic ground,"A French football ground with surviving character, continuity and a distinctive matchday identity.",High,NORMAL,,,APPROVED,
France,Stade de l'Abbé-Deschamps,CLASSIC_GROUND,VENUE,23292,READY,ACTIVE,Canonical venue resolved (exact name/alias),Classic ground,"A French football ground with surviving character, continuity and a distinctive matchday identity.",High,NORMAL,,,APPROVED,
France,Stade Auguste-Delaune,CLASSIC_GROUND,VENUE,23027,READY,ACTIVE,Canonical venue resolved (exact name/alias),Classic ground,"A French football ground with surviving character, continuity and a distinctive matchday identity.",High,NORMAL,,,APPROVED,
France,Stade du Moustoir,CLASSIC_GROUND,VENUE,23290,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Classic ground,"A French football ground with surviving character, continuity and a distinctive matchday identity.",High,NORMAL,,,APPROVED,
France,Stade Bonal,CLASSIC_GROUND,VENUE,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,Venue is absent from current fixtures and aliases,Classic ground,"A French football ground with surviving character, continuity and a distinctive matchday identity.",High,NORMAL,,,APPROVED,
France,Stade Bauer,CLASSIC_GROUND,VENUE,23031,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Classic ground,"A French football ground with surviving character, continuity and a distinctive matchday identity.",High,NORMAL,,,APPROVED,
France,Stade Vélodrome,FOOTBALL_LANDMARK,VENUE,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,Venue is absent from current fixtures and aliases,Football landmark,A venue with exceptional significance in French football history.,Medium,NORMAL,,,APPROVED,
France,Parc des Princes,FOOTBALL_LANDMARK,VENUE,23285,READY,ACTIVE,Canonical venue resolved (exact name/alias),Football landmark,A venue with exceptional significance in French football history.,Medium,NORMAL,,,APPROVED,
France,Geoffroy-Guichard,FOOTBALL_LANDMARK,VENUE,23035,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Football landmark,A venue with exceptional significance in French football history.,Medium,NORMAL,,,APPROVED,
France,Bollaert-Delelis,FOOTBALL_LANDMARK,VENUE,23296,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Football landmark,A venue with exceptional significance in French football history.,Medium,NORMAL,,,APPROVED,
France,Stade de la Meinau,FOOTBALL_LANDMARK,VENUE,23288,READY,ACTIVE,Canonical venue resolved (exact name/alias),Football landmark,A venue with exceptional significance in French football history.,Medium,NORMAL,,,APPROVED,
France,Stade de France,FOOTBALL_LANDMARK,VENUE,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,Venue is absent from current fixtures and aliases,Football landmark,A venue with exceptional significance in French football history.,Medium,NORMAL,,,APPROVED,
France,Stade de l'Abbé-Deschamps,FOOTBALL_LANDMARK,VENUE,23292,READY,ACTIVE,Canonical venue resolved (exact name/alias),Football landmark,A venue with exceptional significance in French football history.,Medium,NORMAL,,,APPROVED,
France,Stade Louis-II,UNIQUE_SETTING,VENUE,23286,READY,ACTIVE,Canonical venue resolved (exact name/alias),Monaco setting,"A major football ground embedded into the tiny, exceptionally dense principality of Monaco.",Very High,LEAD,,,APPROVED,
France,Stade François-Coty,UNIQUE_SETTING,VENUE,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,Venue is absent from current fixtures and aliases,Corsican Mediterranean setting,A distinctive Corsican football setting overlooking the Mediterranean context of Ajaccio.,High,LEAD,,,APPROVED,
